Pattern	Desired Output	Network Output
218	0.000000	0.118576
219	0.000000	0.137720
220	0.000000	0.137720
221	0.000000	0.232760
222	0.000000	0.102185
223	0.000000	0.179359
224	0.000000	0.086137
225	0.000000	0.133496
226	0.000000	0.075856
227	0.000000	0.075856
228	0.000000	0.232669
229	0.000000	0.075856
230	0.000000	0.075856
231	0.000000	0.127363
232	0.000000	0.071241
233	0.000000	0.062385
234	1.000000	0.080855
235	0.000000	0.080855
236	0.000000	0.080855
237	0.000000	0.080855
238	0.000000	0.080855
239	0.000000	0.080855
240	0.000000	0.080855
241	0.000000	0.099250
242	0.000000	0.080855
243	0.000000	0.072924
244	0.000000	0.062385
245	0.000000	0.067605
246	0.000000	0.062413
247	0.000000	0.062472
248	0.000000	0.000000
249	0.000000	0.000000
