Pattern	Desired Output	Network Output
218	0.000000	0.324699
219	0.000000	0.000000
220	0.000000	0.000000
221	0.000000	0.000000
222	0.000000	0.000000
223	0.000000	0.000000
224	0.000000	0.000000
225	0.000000	0.000000
226	0.000000	0.125507
227	0.000000	0.125507
228	0.000000	0.000000
229	0.000000	0.125507
230	0.000000	0.125507
231	0.000000	0.000000
232	0.000000	0.000000
233	0.000000	0.000000
234	1.000000	0.000000
235	0.000000	0.000000
236	0.000000	0.000000
237	0.000000	0.000000
238	0.000000	0.000000
239	0.000000	0.000000
240	0.000000	0.000000
241	0.000000	0.000000
242	0.000000	0.000000
243	0.000000	0.000000
244	0.000000	0.000000
245	0.000000	0.000000
246	0.000000	0.000000
247	0.000000	0.000000
248	0.000000	0.000000
249	0.000000	0.000000
