Pattern	Desired Output	Network Output
124	1.000000	0.233731
125	0.000000	0.233754
126	1.000000	0.062837
127	0.000000	0.233683
128	0.000000	0.070194
129	0.000000	0.087657
130	0.000000	0.105777
131	0.000000	0.272067
132	0.000000	0.069770
133	0.000000	0.233734
134	0.000000	0.233734
135	0.000000	0.259879
136	0.000000	0.076203
137	0.000000	0.272549
138	0.000000	0.071130
139	0.000000	0.223159
140	0.000000	0.233727
141	1.000000	0.084539
142	1.000000	0.070039
143	0.000000	0.076228
144	0.000000	0.190654
145	0.000000	0.229892
146	1.000000	0.025245
147	0.000000	0.025245
148	0.000000	0.025245
149	0.000000	0.233734
150	0.000000	0.233738
151	0.000000	0.071349
152	0.000000	0.067733
153	0.000000	0.233402
154	0.000000	0.233696
155	0.000000	0.233734
156	0.000000	0.233416
157	0.000000	0.069730
158	0.000000	0.233734
159	0.000000	0.069802
160	0.000000	0.233730
161	0.000000	0.072625
162	0.000000	0.226192
163	0.000000	0.022690
164	0.000000	0.226064
165	0.000000	0.069679
166	0.000000	0.027788
167	0.000000	0.027788
168	0.000000	0.027788
169	1.000000	0.027788
170	0.000000	0.027788
171	1.000000	0.069697
172	0.000000	0.069699
173	0.000000	0.233018
174	0.000000	0.069680
175	0.000000	0.069679
176	0.000000	0.069679
177	0.000000	0.233479
178	0.000000	0.233691
179	0.000000	0.069679
180	0.000000	0.069679
181	0.000000	0.233574
182	1.000000	0.069679
183	0.000000	0.226100
184	0.000000	0.233732
185	0.000000	0.228600
186	0.000000	0.216704
187	0.000000	0.070801
188	0.000000	0.069679
189	0.000000	0.069701
190	0.000000	0.229653
191	0.000000	0.022588
192	0.000000	0.022588
193	0.000000	0.022588
194	0.000000	0.022588
195	0.000000	0.022588
196	0.000000	0.022588
197	1.000000	0.069679
198	0.000000	0.219537
199	0.000000	0.219537
200	0.000000	0.069679
201	0.000000	0.024567
202	0.000000	0.180939
203	0.000000	0.023004
204	0.000000	0.023004
205	0.000000	0.023004
206	0.000000	0.023004
207	0.000000	0.023004
208	0.000000	0.233403
209	0.000000	0.069679
210	1.000000	0.223377
211	0.000000	0.069680
212	0.000000	0.025685
213	0.000000	0.069681
214	1.000000	0.218468
215	0.000000	0.069679
216	0.000000	0.069679
217	0.000000	0.069679
218	0.000000	0.221327
219	0.000000	0.075356
220	0.000000	0.075356
221	0.000000	0.069679
222	0.000000	0.070498
223	0.000000	0.070868
224	0.000000	0.069902
225	0.000000	0.137227
226	0.000000	0.027028
227	0.000000	0.027028
228	0.000000	0.069679
229	0.000000	0.027028
230	0.000000	0.027028
231	0.000000	0.069767
232	0.000000	0.087849
233	0.000000	0.069679
234	1.000000	0.029619
235	0.000000	0.029619
236	0.000000	0.029619
237	0.000000	0.029619
238	0.000000	0.029619
239	0.000000	0.029619
240	0.000000	0.029619
241	0.000000	0.069679
242	0.000000	0.029619
243	0.000000	0.069679
244	0.000000	0.069679
245	0.000000	0.069835
246	0.000000	0.069679
247	0.000000	0.069679
248	0.000000	0.056447
249	0.000000	0.069676
