Pattern	Desired Output	Network Output
167	0.000000	0.062517
168	0.000000	0.062517
169	1.000000	0.062517
170	0.000000	0.062517
171	1.000000	0.062517
172	0.000000	0.062517
173	0.000000	0.193166
174	0.000000	0.193201
175	0.000000	0.193201
176	0.000000	0.193201
177	0.000000	0.192085
178	0.000000	0.064447
179	0.000000	0.193201
180	0.000000	0.062517
181	0.000000	0.062531
182	1.000000	0.193201
183	0.000000	0.062517
184	0.000000	0.062517
185	0.000000	0.062517
186	0.000000	0.192818
187	0.000000	0.193201
188	0.000000	0.062517
189	0.000000	0.193173
190	0.000000	0.062517
191	0.000000	0.062517
192	0.000000	0.062517
193	0.000000	0.062517
194	0.000000	0.062517
195	0.000000	0.062517
196	0.000000	0.062517
197	1.000000	0.193194
198	0.000000	0.062517
199	0.000000	0.062517
200	0.000000	0.193128
201	0.000000	0.177309
202	0.000000	0.062517
203	0.000000	0.062517
204	0.000000	0.062517
205	0.000000	0.062517
206	0.000000	0.062517
207	0.000000	0.062517
208	0.000000	0.062517
209	0.000000	0.062517
210	1.000000	0.062517
211	0.000000	0.193198
212	0.000000	0.186929
213	0.000000	0.193200
214	1.000000	0.062517
215	0.000000	0.062517
216	0.000000	0.062517
217	0.000000	0.062517
218	0.000000	0.062551
219	0.000000	0.070469
220	0.000000	0.070469
221	0.000000	0.193200
222	0.000000	0.062523
223	0.000000	0.179170
224	0.000000	0.062517
225	0.000000	0.062755
226	0.000000	0.062517
227	0.000000	0.062517
228	0.000000	0.193200
229	0.000000	0.062517
230	0.000000	0.062517
231	0.000000	0.063051
232	0.000000	0.062517
233	0.000000	0.062517
234	1.000000	0.062517
235	0.000000	0.062517
236	0.000000	0.062517
237	0.000000	0.062517
238	0.000000	0.062517
239	0.000000	0.062517
240	0.000000	0.062517
241	0.000000	0.062525
242	0.000000	0.062517
243	0.000000	0.062517
244	0.000000	0.062517
245	0.000000	0.062517
246	0.000000	0.062517
247	0.000000	0.062517
248	0.000000	0.062655
249	0.000000	0.193158
