Pattern	Desired Output	Network Output
158	0.000000	0.255062
159	0.000000	0.201580
160	0.000000	0.056988
161	0.000000	0.201445
162	0.000000	0.199610
163	0.000000	0.117662
164	0.000000	0.179318
165	0.000000	0.092286
166	0.000000	0.050369
167	0.000000	0.050369
168	0.000000	0.050369
169	1.000000	0.050369
170	0.000000	0.050369
171	1.000000	0.049427
172	0.000000	0.049352
173	0.000000	0.194088
174	0.000000	0.201604
175	0.000000	0.201604
176	0.000000	0.201603
177	0.000000	0.161369
178	0.000000	0.083286
179	0.000000	0.201604
180	0.000000	0.049755
181	0.000000	0.067455
182	1.000000	0.201604
183	0.000000	0.054323
184	0.000000	0.049580
185	0.000000	0.049451
186	0.000000	0.164267
187	0.000000	0.201603
188	0.000000	0.050237
189	0.000000	0.189239
190	0.000000	0.052501
191	0.000000	0.051146
192	0.000000	0.051146
193	0.000000	0.051146
194	0.000000	0.051146
195	0.000000	0.051146
196	0.000000	0.051146
197	1.000000	0.198268
198	0.000000	0.050865
199	0.000000	0.050865
200	0.000000	0.162239
201	0.000000	0.152757
202	0.000000	0.053891
203	0.000000	0.051953
204	0.000000	0.051953
205	0.000000	0.051953
206	0.000000	0.051953
207	0.000000	0.051953
208	0.000000	0.049638
209	0.000000	0.049302
210	1.000000	0.049305
211	0.000000	0.201180
212	0.000000	0.164371
213	0.000000	0.201555
214	1.000000	0.049341
215	0.000000	0.049322
216	0.000000	0.049349
217	0.000000	0.049320
218	0.000000	0.086165
219	0.000000	0.101222
220	0.000000	0.101222
221	0.000000	0.201435
222	0.000000	0.071013
223	0.000000	0.143462
224	0.000000	0.060440
225	0.000000	0.097949
226	0.000000	0.055824
227	0.000000	0.055824
228	0.000000	0.201505
229	0.000000	0.055824
230	0.000000	0.055824
231	0.000000	0.089258
232	0.000000	0.052837
233	0.000000	0.049302
234	1.000000	0.058594
235	0.000000	0.058594
236	0.000000	0.058594
237	0.000000	0.058594
238	0.000000	0.058594
239	0.000000	0.058594
240	0.000000	0.058594
241	0.000000	0.066485
242	0.000000	0.058594
243	0.000000	0.052119
244	0.000000	0.049302
245	0.000000	0.051039
246	0.000000	0.049306
247	0.000000	0.049315
248	0.000000	0.137597
249	0.000000	0.201358
