Pattern	Desired Output	Network Output
87	0.000000	0.229736
88	1.000000	0.229736
89	0.000000	0.229736
90	0.000000	0.229736
91	0.000000	0.229736
92	0.000000	0.229736
93	0.000000	0.229773
94	0.000000	0.229743
95	1.000000	0.232191
96	0.000000	0.127986
97	0.000000	0.229748
98	1.000000	0.229736
99	0.000000	0.229786
100	0.000000	0.229738
101	0.000000	0.229816
102	0.000000	0.230124
103	0.000000	0.229872
104	0.000000	0.229656
105	0.000000	0.229741
106	0.000000	0.229736
107	0.000000	0.096044
108	0.000000	0.065310
109	0.000000	0.065310
110	0.000000	0.229736
111	0.000000	0.229736
112	0.000000	0.229736
113	0.000000	0.229736
114	1.000000	0.229736
115	0.000000	0.229736
116	0.000000	0.229736
117	0.000000	0.229736
118	0.000000	0.229736
119	0.000000	0.229736
120	1.000000	0.229736
121	0.000000	0.229736
122	0.000000	0.095390
123	0.000000	0.229736
124	1.000000	0.229739
125	0.000000	0.229741
126	1.000000	0.022427
127	0.000000	0.229747
128	0.000000	0.213023
129	0.000000	0.019481
130	0.000000	0.090197
131	0.000000	0.076081
132	0.000000	0.048127
133	0.000000	0.229737
134	0.000000	0.229737
135	0.000000	0.068352
136	0.000000	0.072318
137	0.000000	0.087130
138	0.000000	0.184641
139	0.000000	0.230026
140	0.000000	0.229742
141	1.000000	0.076453
142	1.000000	0.137374
143	0.000000	0.225920
144	0.000000	0.230685
145	0.000000	0.229946
146	1.000000	0.020328
147	0.000000	0.020328
148	0.000000	0.020328
149	0.000000	0.229738
150	0.000000	0.229736
151	0.000000	0.206715
152	0.000000	0.019193
153	0.000000	0.229761
154	0.000000	0.229742
155	0.000000	0.229738
156	0.000000	0.229735
157	0.000000	0.073663
158	0.000000	0.229738
159	0.000000	0.061323
160	0.000000	0.229740
161	0.000000	0.205908
162	0.000000	0.230283
163	0.000000	0.023148
164	0.000000	0.225953
165	0.000000	0.070460
166	0.000000	0.019342
167	0.000000	0.019342
168	0.000000	0.019342
169	1.000000	0.019342
170	0.000000	0.019342
171	1.000000	0.064278
172	0.000000	0.067185
173	0.000000	0.229767
174	0.000000	0.077577
175	0.000000	0.076959
176	0.000000	0.064302
177	0.000000	0.229734
178	0.000000	0.229737
179	0.000000	0.065601
180	0.000000	0.073669
181	0.000000	0.229758
182	1.000000	0.073539
183	0.000000	0.230353
184	0.000000	0.229737
185	0.000000	0.230373
186	0.000000	0.231112
187	0.000000	0.078711
188	0.000000	0.075644
189	0.000000	0.049062
190	0.000000	0.230395
191	0.000000	0.020323
192	0.000000	0.020323
193	0.000000	0.020323
194	0.000000	0.020323
195	0.000000	0.020323
196	0.000000	0.020323
197	1.000000	0.065124
198	0.000000	0.231371
199	0.000000	0.231371
200	0.000000	0.070702
201	0.000000	0.170624
202	0.000000	0.232676
203	0.000000	0.023819
204	0.000000	0.023819
205	0.000000	0.023819
206	0.000000	0.023819
207	0.000000	0.023819
208	0.000000	0.229761
209	0.000000	0.074838
210	1.000000	0.231243
211	0.000000	0.059595
212	0.000000	0.119919
213	0.000000	0.059270
214	1.000000	0.231953
215	0.000000	0.078045
216	0.000000	0.067431
217	0.000000	0.076159
218	0.000000	0.128032
219	0.000000	0.038825
220	0.000000	0.038825
221	0.000000	0.077452
222	0.000000	0.038253
223	0.000000	0.029570
224	0.000000	0.044830
225	0.000000	0.029740
226	0.000000	0.184148
227	0.000000	0.184148
228	0.000000	0.070686
229	0.000000	0.184148
230	0.000000	0.184148
231	0.000000	0.033988
232	0.000000	0.031813
233	0.000000	0.077808
234	1.000000	0.066124
235	0.000000	0.066124
236	0.000000	0.066124
237	0.000000	0.066124
238	0.000000	0.066124
239	0.000000	0.066124
240	0.000000	0.066124
241	0.000000	0.071749
242	0.000000	0.066124
243	0.000000	0.078882
244	0.000000	0.078653
245	0.000000	0.029228
246	0.000000	0.070990
247	0.000000	0.077060
248	0.000000	0.029033
249	0.000000	0.029034
