Pattern	Desired Output	Network Output
103	0.000000	0.277852
104	0.000000	0.272220
105	0.000000	0.277138
106	0.000000	0.247743
107	0.000000	0.290195
108	0.000000	0.284717
109	0.000000	0.284717
110	0.000000	0.193093
111	0.000000	0.193093
112	0.000000	0.193093
113	0.000000	0.193093
114	1.000000	0.193093
115	0.000000	0.193093
116	0.000000	0.193093
117	0.000000	0.193093
118	0.000000	0.193093
119	0.000000	0.193093
120	1.000000	0.193093
121	0.000000	0.193093
122	0.000000	0.074913
123	0.000000	0.193093
124	1.000000	0.273379
125	0.000000	0.277109
126	1.000000	0.268571
127	0.000000	0.276684
128	0.000000	0.084279
129	0.000000	0.224845
130	0.000000	0.061876
131	0.000000	0.274741
132	0.000000	0.064827
133	0.000000	0.201817
134	0.000000	0.256750
135	0.000000	0.276634
136	0.000000	0.265532
137	0.000000	0.290186
138	0.000000	0.061714
139	0.000000	0.277116
140	0.000000	0.273811
141	1.000000	0.065139
142	1.000000	0.263895
143	0.000000	0.213715
144	0.000000	0.276992
145	0.000000	0.276057
146	1.000000	0.177507
147	0.000000	0.177507
148	0.000000	0.177507
149	0.000000	0.098888
150	0.000000	0.252051
151	0.000000	0.277118
152	0.000000	0.102000
153	0.000000	0.276684
154	0.000000	0.272839
155	0.000000	0.108687
156	0.000000	0.249577
157	0.000000	0.064874
158	0.000000	0.100625
159	0.000000	0.277039
160	0.000000	0.238981
161	0.000000	0.277096
162	0.000000	0.276147
163	0.000000	0.139772
164	0.000000	0.241826
165	0.000000	0.064778
166	0.000000	0.077225
167	0.000000	0.077225
168	0.000000	0.077225
169	1.000000	0.077225
170	0.000000	0.077225
171	1.000000	0.007834
172	0.000000	0.007763
173	0.000000	0.269467
174	0.000000	0.064800
175	0.000000	0.064799
176	0.000000	0.064800
177	0.000000	0.230935
178	0.000000	0.223023
179	0.000000	0.064808
180	0.000000	0.064278
181	0.000000	0.208066
182	1.000000	0.064799
183	0.000000	0.046913
184	0.000000	0.099047
185	0.000000	0.148026
186	0.000000	0.260847
187	0.000000	0.277099
188	0.000000	0.063997
189	0.000000	0.276053
190	0.000000	0.161543
191	0.000000	0.056200
192	0.000000	0.056200
193	0.000000	0.056200
194	0.000000	0.056200
195	0.000000	0.056200
196	0.000000	0.056200
197	1.000000	0.067831
198	0.000000	0.141428
199	0.000000	0.141428
200	0.000000	0.064613
201	0.000000	0.070119
202	0.000000	0.124275
203	0.000000	0.049232
204	0.000000	0.049232
205	0.000000	0.049232
206	0.000000	0.049232
207	0.000000	0.049232
208	0.000000	0.063141
209	0.000000	0.008938
210	1.000000	0.048998
211	0.000000	0.275583
212	0.000000	0.057235
213	0.000000	0.275851
214	1.000000	0.049462
215	0.000000	0.039463
216	0.000000	0.016581
217	0.000000	0.022579
218	0.000000	0.054347
219	0.000000	0.088610
220	0.000000	0.088610
221	0.000000	0.064729
222	0.000000	0.071890
223	0.000000	0.078014
224	0.000000	0.063793
225	0.000000	0.048189
226	0.000000	0.042478
227	0.000000	0.042478
228	0.000000	0.273473
229	0.000000	0.042478
230	0.000000	0.042478
231	0.000000	0.061216
232	0.000000	0.045132
233	0.000000	0.007595
234	1.000000	0.041586
235	0.000000	0.041586
236	0.000000	0.041586
237	0.000000	0.041586
238	0.000000	0.041586
239	0.000000	0.041586
240	0.000000	0.041586
241	0.000000	0.080182
242	0.000000	0.041586
243	0.000000	0.048562
244	0.000000	0.007575
245	0.000000	0.042090
246	0.000000	0.040717
247	0.000000	0.007707
248	0.000000	0.040494
249	0.000000	0.040163
