Pattern	Desired Output	Network Output
183	0.000000	0.304317
184	0.000000	0.126320
185	0.000000	0.271627
186	0.000000	0.103597
187	0.000000	0.103597
188	0.000000	0.083759
189	0.000000	0.103602
190	0.000000	0.103637
191	0.000000	0.103597
192	0.000000	0.103597
193	0.000000	0.103597
194	0.000000	0.103597
195	0.000000	0.103597
196	0.000000	0.103597
197	1.000000	0.069869
198	0.000000	0.103679
199	0.000000	0.103679
200	0.000000	0.023399
201	0.000000	0.103597
202	0.000000	0.103597
203	0.000000	0.103597
204	0.000000	0.103597
205	0.000000	0.103597
206	0.000000	0.103597
207	0.000000	0.103597
208	0.000000	0.103617
209	0.000000	0.083843
210	1.000000	0.294061
211	0.000000	0.103597
212	0.000000	0.103597
213	0.000000	0.103597
214	1.000000	0.103770
215	0.000000	0.061549
216	0.000000	0.033455
217	0.000000	0.028525
218	0.000000	0.103597
219	0.000000	0.103597
220	0.000000	0.103597
221	0.000000	0.023295
222	0.000000	0.103597
223	0.000000	0.103597
224	0.000000	0.103597
225	0.000000	0.103597
226	0.000000	0.103597
227	0.000000	0.103597
228	0.000000	0.103597
229	0.000000	0.103597
230	0.000000	0.103597
231	0.000000	0.103597
232	0.000000	0.103597
233	0.000000	0.083819
234	1.000000	0.103597
235	0.000000	0.103597
236	0.000000	0.103597
237	0.000000	0.103597
238	0.000000	0.103597
239	0.000000	0.103597
240	0.000000	0.103597
241	0.000000	0.103597
242	0.000000	0.103597
243	0.000000	0.023293
244	0.000000	0.083248
245	0.000000	0.103597
246	0.000000	0.103596
247	0.000000	0.037003
248	0.000000	0.103597
249	0.000000	0.103597
