Pattern	Desired Output	Network Output
187	0.000000	0.113421
188	0.000000	0.113421
189	0.000000	0.113421
190	0.000000	0.113421
191	0.000000	0.113421
192	0.000000	0.113421
193	0.000000	0.113421
194	0.000000	0.113421
195	0.000000	0.113421
196	0.000000	0.113421
197	1.000000	0.113421
198	0.000000	0.113421
199	0.000000	0.113421
200	0.000000	0.113421
201	0.000000	0.113421
202	0.000000	0.113421
203	0.000000	0.113421
204	0.000000	0.113421
205	0.000000	0.113421
206	0.000000	0.113421
207	0.000000	0.113421
208	0.000000	0.113421
209	0.000000	0.113420
210	1.000000	0.113419
211	0.000000	0.113421
212	0.000000	0.113421
213	0.000000	0.113421
214	1.000000	0.113421
215	0.000000	0.113421
216	0.000000	0.113421
217	0.000000	0.113421
218	0.000000	0.113421
219	0.000000	0.113421
220	0.000000	0.113421
221	0.000000	0.113421
222	0.000000	0.113421
223	0.000000	0.113421
224	0.000000	0.113421
225	0.000000	0.113421
226	0.000000	0.113421
227	0.000000	0.113421
228	0.000000	0.113421
229	0.000000	0.113421
230	0.000000	0.113421
231	0.000000	0.113421
232	0.000000	0.113421
233	0.000000	0.113421
234	1.000000	0.113421
235	0.000000	0.113421
236	0.000000	0.113421
237	0.000000	0.113421
238	0.000000	0.113421
239	0.000000	0.113421
240	0.000000	0.113421
241	0.000000	0.113421
242	0.000000	0.113421
243	0.000000	0.113421
244	0.000000	0.113421
245	0.000000	0.113421
246	0.000000	0.113421
247	0.000000	0.113421
248	0.000000	0.113421
249	0.000000	0.113421
